frame,point_index,r,g,b
4334,3,17,155,105
4334,4,9,8,13
4334,5,13,16,19
4334,6,8,6,10
4334,7,58,70,63
4334,8,17,8,14
4334,9,10,11,15
4334,10,9,9,13
4334,11,11,13,17
4334,12,10,9,14
4335,0,33,64,64
4335,1,8,7,11
4335,2,8,8,12
4335,3,17,150,111
4335,4,9,8,13
4335,5,12,15,19
4335,6,8,6,11
4335,7,58,71,64
4335,8,18,8,14
4335,9,10,10,15
4335,10,9,9,13
4335,11,11,13,17
4335,12,10,9,14
4336,0,33,63,65
4336,1,8,7,11
4336,2,9,8,12
4336,3,17,146,118
4336,4,9,8,13
4336,5,12,15,19
4336,6,8,6,11
4336,7,58,71,64
4336,8,18,8,14
4336,9,10,11,16
4336,10,9,9,14
4336,11,11,13,18
4336,12,10,9,14
4337,0,33,63,65
4337,1,8,7,11
4337,2,8,8,12
4337,3,16,145,123
4337,4,9,8,13
4337,5,12,15,19
4337,6,8,6,11
4337,7,59,72,65
4337,8,18,9,14
4337,9,10,10,15
4337,10,9,9,14
4337,11,11,13,18
4337,12,10,9,15
4338,0,33,63,65
4338,1,8,7,11
4338,2,8,8,12
4338,3,16,143,130
4338,4,9,8,12
4338,5,12,15,19
4338,6,8,5,10
4338,7,59,72,65
4338,8,17,8,14
4338,9,10,10,15
4338,10,9,8,13
4338,11,11,13,17
4338,12,9,9,14
4339,0,33,63,65
4339,1,8,7,11
4339,2,8,8,12
4339,3,16,141,136
4339,4,9,8,13
4339,5,12,15,20
4339,6,8,6,10
4339,7,60,73,66
4339,8,17,8,14
4339,9,10,10,16
4339,10,9,8,13
4339,11,11,13,18
4339,12,9,9,14
4340,0,33,63,65
4340,1,8,7,12
4340,2,8,8,12
4340,3,16,139,142
4340,4,9,8,13
4340,5,12,15,20
4340,6,8,6,11
4340,7,60,73,66
4340,8,17,8,14
4340,9,10,10,16
4340,10,9,8,14
4340,11,11,13,18
4340,12,9,9,15
4341,0,33,63,65
4341,1,8,7,12
4341,2,8,8,12
4341,3,16,136,145
4341,4,9,8,13
4341,5,12,15,21
4341,6,8,6,11
4341,7,60,73,66
4341,8,17,8,14
4341,9,10,10,16
4341,10,9,8,14
4341,11,11,13,18
4341,12,10,9,15
4342,0,33,63,65
4342,1,8,7,11
4342,2,8,7,12
4342,3,16,135,146
4342,4,9,8,12
4342,5,12,15,20
4342,6,8,6,10
4342,7,60,74,67
4342,8,17,8,14
4342,9,10,10,16
4342,10,9,8,13
4342,11,10,12,17
4342,12,9,9,14
4343,0,33,63,65
4343,1,8,7,11
4343,2,8,7,12
4343,3,16,134,148
4343,4,9,8,13
4343,5,12,14,19
4343,6,8,6,10
4343,7,60,74,67
4343,8,17,8,13
4343,9,10,10,16
4343,10,9,8,13
4343,11,11,12,18
4343,12,9,9,14
4344,0,33,63,65
4344,1,8,7,12
4344,2,9,7,13
4344,3,16,131,151
4344,4,9,8,13
4344,5,12,14,20
4344,6,8,6,11
4344,7,59,73,68
4344,8,18,8,14
4344,9,10,10,16
4344,10,10,8,14
4344,11,11,13,18
4344,12,10,9,15
4345,0,33,63,66
4345,1,8,7,12
4345,2,9,8,13
4345,3,16,130,152
4345,4,10,8,14
4345,5,12,14,21
4345,6,8,6,11
4345,7,60,75,70
4345,8,17,9,14
4345,9,10,10,17
4345,10,9,8,14
4345,11,11,13,19
4345,12,10,9,15
4346,0,33,63,65
4346,1,8,7,12
4346,2,8,8,12
4346,3,16,127,155
4346,4,9,8,13
4346,5,12,14,20
4346,6,8,6,11
4346,7,60,75,71
4346,8,17,8,14
4346,9,10,10,16
4346,10,9,8,14
4346,11,11,12,19
4346,12,9,9,15
4347,0,33,63,66
4347,1,8,7,11
4347,2,8,7,12
4347,3,16,126,158
4347,4,9,8,13
4347,5,11,14,20
4347,6,8,5,10
4347,7,60,75,70
4347,8,17,8,14
4347,9,10,9,16
4347,10,9,8,13
4347,11,10,12,18
4347,12,9,9,14
4348,0,33,62,65
4348,1,8,7,11
4348,2,8,7,12
4348,3,16,124,160
4348,4,8,8,13
4348,5,12,14,20
4348,6,8,6,10
4348,7,61,76,72
4348,8,17,8,14
4348,9,10,9,16
4348,10,9,8,13
4348,11,11,12,18
4348,12,9,9,15
4349,0,33,63,66
4349,1,8,7,12
4349,2,8,8,12
4349,3,16,123,162
4349,4,9,8,13
4349,5,12,15,21
4349,6,8,6,11
4349,7,61,76,72
4349,8,17,8,14
4349,9,10,9,17
4349,10,9,8,14
4349,11,11,12,19
4349,12,10,9,15
4350,0,33,63,66
4350,1,8,7,12
4350,2,9,8,13
4350,3,16,121,163
4350,4,9,8,14
4350,5,13,15,22
4350,6,8,6,11
4350,7,60,76,73
4350,8,18,8,15
4350,9,10,10,17
4350,10,10,8,14
4350,11,12,13,19
4350,12,10,9,16
4351,0,33,63,66
4351,1,8,7,12
4351,2,9,8,13
4351,3,16,119,165
4351,4,9,8,14
4351,5,12,14,22
4351,6,8,6,11
4351,7,60,77,74
4351,8,18,8,15
4351,9,10,10,17
4351,10,9,8,14
4351,11,11,13,19
4351,12,10,9,15
4352,0,33,63,66
4352,1,8,7,12
4352,2,8,8,13
4352,3,15,117,166
4352,4,9,8,13
4352,5,12,14,22
4352,6,8,6,11
4352,7,60,78,75
4352,8,17,8,14
4352,9,10,10,17
4352,10,9,8,14
4352,11,11,12,19
4352,12,10,9,15
4353,0,33,63,67
4353,1,8,7,12
4353,2,9,8,13
4353,3,16,115,173
4353,4,9,8,14
4353,5,13,14,23
4353,6,9,6,12
4353,7,60,77,75
4353,8,18,9,15
4353,9,10,10,18
4353,10,10,8,14
4353,11,11,12,20
4353,12,10,9,16
4354,0,33,63,66
4354,1,8,7,12
4354,2,9,7,13
4354,3,15,114,174
4354,4,9,8,13
4354,5,12,14,22
4354,6,8,6,11
4354,7,60,77,75
4354,8,17,8,15
4354,9,10,10,17
4354,10,10,8,14
4354,11,11,12,19
4354,12,10,9,16
4355,0,33,62,66
4355,1,8,6,12
4355,2,8,7,12
4355,3,15,112,175
4355,4,9,8,12
4355,5,12,14,21
4355,6,8,5,10
4355,7,61,77,76
4355,8,17,8,14
4355,9,10,9,16
4355,10,9,8,13
4355,11,11,12,18
4355,12,9,8,15
4356,0,33,62,67
4356,1,8,6,12
4356,2,8,7,13
4356,3,15,110,178
4356,4,9,8,13
4356,5,12,14,22
4356,6,8,6,11
4356,7,60,77,76
4356,8,17,8,14
4356,9,10,9,17
4356,10,9,8,14
4356,11,11,12,19
4356,12,9,9,15
4357,0,34,63,67
4357,1,8,7,12
4357,2,9,8,14
4357,3,15,109,180
4357,4,9,8,14
4357,5,12,14,23
4357,6,8,6,11
4357,7,60,77,76
4357,8,18,8,15
4357,9,10,10,18
4357,10,10,8,15
4357,11,11,12,20
4357,12,10,9,16
4358,0,33,62,67
4358,1,8,6,12
4358,2,9,7,13
4358,3,15,107,182
4358,4,9,8,14
4358,5,12,14,23
4358,6,8,6,11
4358,7,61,77,77
4358,8,17,8,15
4358,9,10,9,17
4358,10,9,8,14
4358,11,11,12,19
4358,12,10,9,15
4359,0,33,62,67
4359,1,8,6,12
4359,2,8,7,13
4359,3,15,101,185
4359,4,9,8,13
4359,5,12,14,22
4359,6,8,6,11
4359,7,60,77,77
4359,8,17,8,15
4359,9,10,9,17
4359,10,9,8,14
4359,11,11,12,20
4359,12,10,9,15
4360,0,33,62,67
4360,1,8,6,12
4360,2,8,7,13
4360,3,15,99,187
4360,4,9,8,13
4360,5,12,14,23
4360,6,8,6,11
4360,7,61,77,78
4360,8,17,8,14
4360,9,10,9,17
4360,10,9,8,14
4360,11,11,12,20
4360,12,9,8,15
4361,0,33,62,67
4361,1,8,6,12
4361,2,8,7,13
4361,3,16,94,190
4361,4,9,8,13
4361,5,12,14,23
4361,6,8,6,11
4361,7,61,77,78
4361,8,18,8,15
4361,9,10,9,18
4361,10,10,8,14
4361,11,11,12,20
4361,12,10,9,16
4362,0,34,62,68
4362,1,9,6,13
4362,2,9,7,14
4362,3,17,88,194
4362,4,9,8,14
4362,5,13,14,24
4362,6,9,6,12
4362,7,61,77,79
4362,8,18,9,15
4362,9,10,10,18
4362,10,10,8,15
4362,11,12,12,21
4362,12,10,9,17
4363,0,33,62,67
4363,1,8,6,12
4363,2,8,7,14
4363,3,17,88,195
4363,4,9,8,13
4363,5,12,13,24
4363,6,8,6,11
4363,7,61,77,79
4363,8,17,8,14
4363,9,10,9,18
4363,10,9,8,14
4363,11,11,12,21
4363,12,10,8,16
4364,0,33,62,67
4364,1,8,6,12
4364,2,8,6,13
4364,3,17,86,200
4364,4,9,8,13
4364,5,12,13,23
4364,6,8,6,11
4364,7,61,77,80
4364,8,17,8,15
4364,9,10,9,18
4364,10,9,8,14
4364,11,11,12,21
4364,12,10,8,16
4365,0,33,62,68
4365,1,8,6,13
4365,2,8,7,14
4365,3,17,84,203
4365,4,9,7,14
4365,5,13,13,25
4365,6,8,6,11
4365,7,61,77,81
4365,8,18,8,15
4365,9,10,9,19
4365,10,9,8,15
4365,11,11,12,21
4365,12,10,8,16
4366,0,33,62,68
4366,1,8,6,13
4366,2,8,6,14
4366,3,18,83,203
4366,4,9,7,13
4366,5,12,13,25
4366,6,8,6,11
4366,7,61,77,81
4366,8,17,8,15
4366,9,10,9,19
4366,10,9,8,14
4366,11,11,11,21
4366,12,9,8,16
4367,0,33,62,68
4367,1,8,6,12
4367,2,8,6,13
4367,3,24,80,202
4367,4,9,8,13
4367,5,12,13,24
4367,6,8,6,11
4367,7,61,77,81
4367,8,17,8,15
4367,9,9,9,18
4367,10,9,8,14
4367,11,11,11,20
4367,12,9,8,15
4368,0,33,62,67
4368,1,8,5,13
4368,2,8,6,14
4368,3,35,76,195
4368,4,9,7,14
4368,5,12,12,24
4368,6,8,6,11
4368,7,61,76,80
4368,8,18,8,15
4368,9,10,9,18
4368,10,9,7,15
4368,11,11,11,21
4368,12,10,8,16
4369,0,33,62,67
4369,1,8,6,12
4369,2,8,7,14
4369,3,39,74,195
4369,4,9,7,14
4369,5,13,13,24
4369,6,9,6,11
4369,7,61,76,80
4369,8,18,8,15
4369,9,10,9,18
4369,10,9,8,14
4369,11,11,11,21
4369,12,10,9,16
4370,0,33,62,68
4370,1,8,6,12
4370,2,9,6,14
4370,3,44,72,190
4370,4,9,8,14
4370,5,13,13,24
4370,6,8,6,11
4370,7,61,76,81
4370,8,18,8,15
4370,9,10,9,19
4370,10,9,8,15
4370,11,11,12,21
4370,12,10,9,16
4371,0,34,62,67
4371,1,8,6,12
4371,2,9,6,13
4371,3,50,70,188
4371,4,9,8,14
4371,5,13,13,24
4371,6,8,6,11
4371,7,61,76,80
4371,8,18,8,15
4371,9,10,9,18
4371,10,10,8,15
4371,11,11,12,21
4371,12,10,8,16
4372,0,34,62,67
4372,1,8,6,12
4372,2,8,6,13
4372,3,51,70,186
4372,4,9,8,13
4372,5,12,13,23
4372,6,8,6,11
4372,7,61,76,80
4372,8,18,8,15
4372,9,10,9,17
4372,10,9,8,14
4372,11,11,12,20
4372,12,10,8,15
4373,0,34,62,67
4373,1,8,6,12
4373,2,9,7,13
4373,3,54,68,184
4373,4,9,7,14
4373,5,13,13,23
4373,6,8,6,11
4373,7,62,77,80
4373,8,18,8,15
4373,9,10,9,17
4373,10,10,8,15
4373,11,11,12,20
4373,12,10,8,16
4374,0,34,62,67
4374,1,9,6,12
4374,2,9,7,13
4374,3,59,66,179
4374,4,9,8,14
4374,5,13,13,23
4374,6,9,6,12
4374,7,63,76,80
4374,8,19,8,16
4374,9,10,9,17
4374,10,10,8,15
4374,11,12,12,20
4374,12,10,8,16
4375,0,34,62,67
4375,1,9,6,13
4375,2,9,7,13
4375,3,59,66,179
4375,4,9,8,14
4375,5,13,13,23
4375,6,9,6,11
4375,7,63,77,80
4375,8,18,8,15
4375,9,10,9,17
4375,10,10,8,15
4375,11,12,11,20
4375,12,10,8,16
4376,0,34,62,67
4376,1,8,6,12
4376,2,9,7,13
4376,3,62,64,177
4376,4,9,8,14
4376,5,13,13,22
4376,6,9,6,11
4376,7,63,77,80
4376,8,18,8,15
4376,9,11,9,17
4376,10,10,8,14
4376,11,11,11,20
4376,12,10,8,16
4377,0,34,62,66
4377,1,8,6,12
4377,2,9,7,13
4377,3,65,64,171
4377,4,9,8,13
4377,5,13,13,22
4377,6,8,6,11
4377,7,63,76,78
4377,8,18,8,15
4377,9,10,9,17
4377,10,9,8,14
4377,11,11,11,19
4377,12,10,8,16
4378,0,34,62,66
4378,1,8,6,12
4378,2,9,7,13
4378,3,66,63,170
4378,4,9,8,14
4378,5,13,13,22
4378,6,8,6,11
4378,7,63,76,78
4378,8,18,8,15
4378,9,10,9,17
4378,10,10,8,14
4378,11,11,11,19
4378,12,10,8,15
4379,0,34,62,66
4379,1,9,6,12
4379,2,9,7,13
4379,3,69,62,167
4379,4,9,7,14
4379,5,13,13,22
4379,6,8,6,11
4379,7,64,77,78
4379,8,18,8,15
4379,9,10,9,17
4379,10,10,8,14
4379,11,12,11,20
4379,12,10,8,16
4380,0,34,62,66
4380,1,9,6,12
4380,2,9,6,13
4380,3,71,62,164
4380,4,9,7,13
4380,5,13,13,22
4380,6,8,6,11
4380,7,64,76,78
4380,8,19,8,15
4380,9,10,9,16
4380,10,10,8,14
4380,11,12,11,20
4380,12,10,8,15
4381,0,34,62,66
4381,1,9,6,12
4381,2,9,6,12
4381,3,71,62,164
4381,4,9,7,14
4381,5,13,13,22
4381,6,8,6,11
4381,7,64,76,78
4381,8,19,8,15
4381,9,10,9,16
4381,10,10,8,14
4381,11,11,11,19
4381,12,10,8,16
4382,0,34,62,66
4382,1,9,6,12
4382,2,9,7,13
4382,3,72,62,159
4382,4,9,7,14
4382,5,13,13,22
4382,6,8,6,11
4382,7,64,76,78
4382,8,19,8,15
4382,9,10,9,17
4382,10,10,8,14
4382,11,12,11,19
4382,12,10,8,15
4383,0,34,62,66
4383,1,8,6,12
4383,2,8,7,12
4383,3,76,61,155
4383,4,9,8,13
4383,5,13,13,21
4383,6,8,5,11
4383,7,64,76,77
4383,8,18,8,15
4383,9,10,9,16
4383,10,9,8,14
4383,11,11,11,18
4383,12,10,8,15
4384,0,34,62,66
4384,1,8,6,12
4384,2,8,6,12
4384,3,76,61,154
4384,4,9,8,13
4384,5,13,12,21
4384,6,8,6,11
4384,7,64,76,77
4384,8,18,8,14
4384,9,10,9,16
4384,10,9,8,14
4384,11,11,11,18
4384,12,10,8,15
4385,0,34,62,66
4385,1,8,6,12
4385,2,9,6,12
4385,3,78,61,150
4385,4,9,8,13
4385,5,13,13,21
4385,6,8,6,11
4385,7,64,76,77
4385,8,19,8,15
4385,9,10,9,16
4385,10,10,8,14
4385,11,12,11,18
4385,12,10,8,15
4386,0,34,62,66
4386,1,9,6,12
4386,2,9,7,12
4386,3,80,60,148
4386,4,9,8,14
4386,5,13,13,21
4386,6,8,6,11
4386,7,64,75,76
4386,8,19,8,15
4386,9,10,9,16
4386,10,10,8,14
4386,11,12,11,18
4386,12,10,8,15
4387,0,34,62,66
4387,1,9,6,12
4387,2,9,7,12
4387,3,81,60,148
4387,4,10,8,13
4387,5,13,13,21
4387,6,9,6,11
4387,7,64,75,76
4387,8,19,8,15
4387,9,11,9,16
4387,10,10,8,14
4387,11,12,11,19
4387,12,10,8,15
4388,0,34,62,66
4388,1,9,6,12
4388,2,9,7,13
4388,3,82,60,144
4388,4,9,8,14
4388,5,13,13,21
4388,6,8,6,11
4388,7,64,75,76
4388,8,19,8,15
4388,9,10,9,16
4388,10,10,8,14
4388,11,12,11,18
4388,12,10,8,15
4389,0,34,62,66
4389,1,8,6,12
4389,2,9,6,12
4389,3,85,59,139
4389,4,9,8,13
4389,5,14,13,21
4389,6,9,6,11
4389,7,64,75,75
4389,8,19,8,15
4389,9,10,8,16
4389,10,9,8,14
4389,11,12,11,18
4389,12,10,8,15
4390,0,34,62,66
4390,1,8,6,12
4390,2,9,7,12
4390,3,85,60,131
4390,4,9,8,14
4390,5,14,13,21
4390,6,9,6,11
4390,7,64,75,75
4390,8,19,8,15
4390,9,11,9,16
4390,10,10,8,14
4390,11,12,11,18
4390,12,10,8,15
4391,0,34,62,66
4391,1,9,6,12
4391,2,9,7,13
4391,3,86,60,122
4391,4,10,8,14
4391,5,14,13,21
4391,6,9,6,11
4391,7,65,75,75
4391,8,19,8,15
4391,9,11,9,16
4391,10,10,8,14
4391,11,12,11,18
4391,12,10,8,15
4392,0,34,62,65
4392,1,9,6,12
4392,2,9,7,12
4392,3,88,58,116
4392,4,9,7,13
4392,5,14,13,20
4392,6,9,6,11
4392,7,65,75,74
4392,8,19,8,15
4392,9,10,9,16
4392,10,10,8,14
4392,11,12,11,18
4392,12,10,8,15
4393,0,34,62,65
4393,1,9,6,12
4393,2,9,6,12
4393,3,89,58,113
4393,4,9,7,13
4393,5,14,13,20
4393,6,8,6,11
4393,7,65,75,74
4393,8,18,8,14
4393,9,10,9,15
4393,10,9,8,13
4393,11,12,11,18
4393,12,10,8,14
4394,0,34,62,65
4394,1,8,6,11
4394,2,9,6,12
4394,3,92,58,107
4394,4,9,8,13
4394,5,13,13,19
4394,6,8,5,11
4394,7,65,75,74
4394,8,19,8,14
4394,9,10,9,15
4394,10,10,8,14
4394,11,12,11,17
4394,12,10,8,14
4395,0,35,61,64
4395,1,8,6,11
4395,2,9,6,11
4395,3,94,57,100
4395,4,9,8,13
4395,5,14,13,19
4395,6,8,6,11
4395,7,65,74,74
4395,8,19,8,15
4395,9,10,9,15
4395,10,10,8,13
4395,11,12,11,17
4395,12,10,8,14
4396,0,35,61,64
4396,1,8,6,11
4396,2,9,6,11
4396,3,95,56,99
4396,4,9,8,13
4396,5,14,13,19
4396,6,9,6,11
4396,7,65,74,73
4396,8,19,8,14
4396,9,10,9,15
4396,10,10,8,13
4396,11,12,11,17
4396,12,10,8,14
4397,0,35,61,64
4397,1,8,6,11
4397,2,8,6,11
4397,3,98,56,92
4397,4,9,7,12
4397,5,13,12,19
4397,6,8,6,11
4397,7,65,74,73
4397,8,18,8,14
4397,9,10,8,14
4397,10,9,7,13
4397,11,11,11,17
4397,12,10,8,14
4398,0,34,61,64
4398,1,8,6,11
4398,2,9,6,11
4398,3,99,56,86
4398,4,9,7,12
4398,5,14,12,19
4398,6,8,5,11
4398,7,65,74,72
4398,8,19,8,14
4398,9,10,9,14
4398,10,9,7,13
4398,11,11,11,17
4398,12,10,8,14
4399,0,34,61,64
4399,1,9,6,11
4399,2,9,7,11
4399,3,100,55,81
4399,4,9,8,13
4399,5,14,13,19
4399,6,8,6,11
4399,7,65,74,72
4399,8,19,8,14
4399,9,10,9,15
4399,10,9,8,13
4399,11,12,11,17
4399,12,10,8,14
4400,0,34,61,64
4400,1,9,6,11
4400,2,8,6,11
4400,3,103,54,76
4400,4,9,8,13
4400,5,14,13,19
4400,6,8,6,11
4400,7,65,74,72
4400,8,19,8,14
4400,9,10,9,14
4400,10,10,8,13
4400,11,12,11,17
4400,12,10,8,14
4401,0,35,62,64
4401,1,8,6,11
4401,2,9,6,11
4401,3,107,52,67
4401,4,9,8,13
4401,5,14,13,19
4401,6,9,6,11
4401,7,66,74,72
4401,8,19,8,14
4401,9,11,9,14
4401,10,9,8,13
4401,11,12,11,17
4401,12,10,8,14
4402,0,35,62,64
4402,1,9,6,11
4402,2,9,7,12
4402,3,107,53,65
4402,4,10,8,13
4402,5,14,13,19
4402,6,9,6,11
4402,7,66,74,72
4402,8,19,8,14
4402,9,11,9,15
4402,10,10,8,14
4402,11,12,11,17
4402,12,10,8,14
4403,0,35,62,64
4403,1,8,6,11
4403,2,9,6,11
4403,3,104,56,64
4403,4,9,7,12
4403,5,14,13,18
4403,6,8,6,11
4403,7,65,74,72
4403,8,18,8,14
4403,9,10,9,14
4403,10,9,8,13
4403,11,11,11,16
4403,12,10,8,14
4404,0,34,62,64
4404,1,8,6,11
4404,2,9,6,11
4404,3,100,60,62
4404,4,9,7,12
4404,5,14,13,19
4404,6,8,6,10
4404,7,65,74,71
4404,8,19,7,14
4404,9,10,9,14
4404,10,9,8,13
4404,11,11,11,17
4404,12,10,8,14
4405,0,34,62,64
4405,1,8,6,11
4405,2,9,6,11
4405,3,97,62,62
4405,4,9,7,13
4405,5,14,13,18
4405,6,8,5,10
4405,7,65,74,71
4405,8,19,8,14
4405,9,10,9,14
4405,10,9,8,13
4405,11,11,11,17
4405,12,10,8,14
4406,0,34,62,64
4406,1,8,6,11
4406,2,8,6,11
4406,3,95,65,63
4406,4,9,7,12
4406,5,14,13,18
4406,6,8,5,10
4406,7,65,74,71
4406,8,18,8,14
4406,9,10,9,14
4406,10,9,8,13
4406,11,11,11,16
4406,12,10,8,14
4407,0,34,62,63
4407,1,8,6,11
4407,2,8,6,11
4407,3,91,72,63
4407,4,9,7,12
4407,5,14,13,18
4407,6,8,5,10
4407,7,65,74,71
4407,8,19,8,14
4407,9,10,9,14
4407,10,9,8,13
4407,11,11,11,16
4407,12,10,8,13
4408,0,34,62,63
4408,1,8,6,11
4408,2,9,6,11
4408,3,90,77,64
4408,4,9,8,13
4408,5,14,13,18
4408,6,8,6,11
4408,7,65,74,71
4408,8,19,8,14
4408,9,10,9,14
4408,10,9,8,13
4408,11,11,11,17
4408,12,10,8,14
4409,0,34,62,63
4409,1,8,6,11
4409,2,9,7,11
4409,3,89,80,63
4409,4,9,7,13
4409,5,14,13,18
4409,6,8,6,11
4409,7,65,74,71
4409,8,19,8,14
4409,9,10,9,14
4409,10,9,8,13
4409,11,11,11,16
4409,12,10,8,14
4410,0,34,62,64
4410,1,8,6,11
4410,2,9,7,11
4410,3,87,85,63
4410,4,9,8,13
4410,5,14,14,18
4410,6,9,6,10
4410,7,65,75,71
4410,8,19,8,14
4410,9,10,9,14
4410,10,9,8,13
4410,11,12,11,17
4410,12,10,9,14
4411,0,34,62,64
4411,1,9,6,11
4411,2,9,7,12
4411,3,85,87,64
4411,4,10,8,14
4411,5,14,14,19
4411,6,9,6,11
4411,7,65,75,72
4411,8,19,8,15
4411,9,11,10,15
4411,10,10,8,14
4411,11,12,12,17
4411,12,10,9,14
4412,0,34,62,64
4412,1,9,7,11
4412,2,9,7,12
4412,3,84,90,64
4412,4,10,8,13
4412,5,14,14,19
4412,6,9,6,11
4412,7,65,75,72
4412,8,19,8,14
4412,9,11,10,15
4412,10,10,8,14
4412,11,12,12,17
4412,12,10,9,15
4413,0,34,62,64
4413,1,9,6,12
4413,2,9,7,12
4413,3,81,94,63
4413,4,10,8,13
4413,5,14,14,19
4413,6,9,6,11
4413,7,65,76,72
4413,8,19,8,15
4413,9,11,10,15
4413,10,10,8,14
4413,11,12,12,17
4413,12,10,9,14
4414,0,34,62,64
4414,1,9,7,11
4414,2,9,8,12
4414,3,81,94,63
4414,4,10,8,13
4414,5,14,14,19
4414,6,9,6,11
4414,7,65,76,72
4414,8,19,8,15
4414,9,11,10,15
4414,10,10,8,14
4414,11,12,12,17
4414,12,10,9,15
4415,0,34,62,64
4415,1,8,6,11
4415,2,9,7,11
4415,3,78,96,63
4415,4,9,8,13
4415,5,14,14,19
4415,6,8,5,11
4415,7,65,76,72
4415,8,18,8,14
4415,9,10,10,15
4415,10,9,8,13
4415,11,11,12,17
4415,12,10,9,14
4416,0,34,62,63
4416,1,8,6,11
4416,2,8,7,11
4416,3,75,98,63
4416,4,9,7,13
4416,5,13,14,18
4416,6,8,6,11
4416,7,63,76,71
4416,8,18,8,14
4416,9,10,9,14
4416,10,9,8,13
4416,11,11,12,17
4416,12,10,8,14
4417,0,34,62,63
4417,1,9,7,11
4417,2,9,7,12
4417,3,75,98,63
4417,4,10,8,14
4417,5,14,14,19
4417,6,9,6,11
4417,7,63,76,71
4417,8,19,8,14
4417,9,10,10,15
4417,10,10,8,14
4417,11,12,12,17
4417,12,10,9,15
4418,0,34,62,63
4418,1,9,6,11
4418,2,9,7,12
4418,3,73,100,63
4418,4,9,8,13
4418,5,13,14,19
4418,6,9,6,11
4418,7,64,76,72
4418,8,18,8,14
4418,9,10,10,15
4418,10,10,8,14
4418,11,12,12,17
4418,12,10,9,14
4419,0,34,62,64
4419,1,8,6,11
4419,2,9,7,12
4419,3,70,102,63
4419,4,9,8,13
4419,5,14,14,19
4419,6,9,6,11
4419,7,63,76,71
4419,8,19,8,15
4419,9,10,10,15
4419,10,10,8,14
4419,11,11,12,17
4419,12,10,9,14
4420,0,34,62,64
4420,1,8,6,11
4420,2,9,7,12
4420,3,69,102,63
4420,4,9,8,13
4420,5,14,14,19
4420,6,9,6,11
4420,7,63,76,71
4420,8,19,8,15
4420,9,10,10,15
4420,10,10,8,14
4420,11,12,12,17
4420,12,10,9,14
4421,0,34,62,64
4421,1,8,6,11
4421,2,9,7,12
4421,3,67,104,63
4421,4,9,8,13
4421,5,14,14,19
4421,6,9,6,11
4421,7,63,76,71
4421,8,18,8,14
4421,9,10,10,15
4421,10,10,8,13
4421,11,12,12,17
4421,12,10,9,14
4422,0,34,63,64
4422,1,8,6,11
4422,2,8,7,12
4422,3,65,107,63
4422,4,9,8,13
4422,5,14,14,19
4422,6,8,6,11
4422,7,63,76,71
4422,8,18,8,15
4422,9,10,10,15
4422,10,9,8,13
4422,11,12,12,17
4422,12,10,9,14
4423,0,34,63,64
4423,1,8,6,10
4423,2,8,7,11
4423,3,63,108,63
4423,4,9,7,12
4423,5,13,14,18
4423,6,8,5,10
4423,7,63,77,71
4423,8,18,8,14
4423,9,10,10,14
4423,10,9,8,13
4423,11,11,12,16
4423,12,9,9,13
4424,0,34,63,64
4424,1,8,6,10
4424,2,8,7,11
4424,3,61,109,63
4424,4,9,7,12
4424,5,13,14,18
4424,6,8,5,10
4424,7,63,77,72
4424,8,18,8,14
4424,9,10,10,14
4424,10,9,8,13
4424,11,11,12,16
4424,12,9,9,13
4425,0,34,62,63
4425,1,8,6,10
4425,2,8,7,11
4425,3,59,112,63
4425,4,9,8,12
4425,5,13,14,18
4425,6,8,5,10
4425,7,62,77,71
4425,8,18,8,14
4425,9,10,10,14
4425,10,9,8,13
4425,11,11,12,16
4425,12,9,9,13
4426,0,34,62,63
4426,1,8,6,10
4426,2,8,7,10
4426,3,58,112,63
4426,4,9,7,12
4426,5,12,14,18
4426,6,8,5,10
4426,7,63,77,72
4426,8,18,8,13
4426,9,10,10,14
4426,10,9,8,12
4426,11,11,12,16
4426,12,9,9,13
4427,0,34,62,63
4427,1,8,6,11
4427,2,8,7,11
4427,3,55,114,63
4427,4,9,7,12
4427,5,13,14,18
4427,6,8,5,10
4427,7,63,78,72
4427,8,18,8,14
4427,9,10,10,14
4427,10,9,8,13
4427,11,11,12,16
4427,12,9,9,13
4428,0,34,63,64
4428,1,8,6,11
4428,2,8,7,11
4428,3,52,115,63
4428,4,9,8,12
4428,5,13,14,19
4428,6,8,6,10
4428,7,63,77,72
4428,8,18,8,14
4428,9,10,10,14
4428,10,9,8,13
4428,11,11,12,16
4428,12,9,9,14
4429,0,34,63,64
4429,1,8,7,11
4429,2,8,7,11
4429,3,49,117,63
4429,4,9,8,13
4429,5,13,15,19
4429,6,9,6,11
4429,7,64,79,73
4429,8,18,8,14
4429,9,10,10,15
4429,10,10,8,14
4429,11,11,12,17
4429,12,10,9,14
4430,0,34,63,64
4430,1,8,7,11
4430,2,9,8,11
4430,3,45,119,63
4430,4,9,8,13
4430,5,13,15,19
4430,6,8,6,11
4430,7,65,79,74
4430,8,18,8,14
4430,9,10,10,15
4430,10,10,8,14
4430,11,11,12,17
4430,12,10,9,14
4431,0,34,63,64
4431,1,8,7,11
4431,2,8,7,11
4431,3,41,124,64
4431,4,9,8,13
4431,5,13,15,19
4431,6,8,6,11
4431,7,63,79,73
4431,8,18,8,15
4431,9,10,10,15
4431,10,10,8,13
4431,11,11,12,17
4431,12,10,9,15
